"Date","Price","Open","High","Low","Vol.","Change %"
"19-07-2024","27.12","27.90","27.90","27.00","16.60M","-2.83%"
"18-07-2024","27.91","28.60","28.74","27.65","11.88M","-2.04%"
"16-07-2024","28.49","29.19","29.53","28.35","24.02M","-0.66%"
"15-07-2024","28.68","27.40","28.68","26.85","27.51M","4.98%"
"12-07-2024","27.32","27.81","27.88","27.25","12.34M","-1.23%"
"11-07-2024","27.66","27.70","28.05","27.50","13.35M","0.40%"
"10-07-2024","27.55","28.23","28.27","26.90","18.39M","-1.92%"
"09-07-2024","28.09","28.41","28.83","28.02","18.68M","-0.85%"
"08-07-2024","28.33","29.22","29.30","28.11","18.54M","-2.41%"
"05-07-2024","29.03","28.20","29.38","28.03","35.96M","3.27%"
"04-07-2024","28.11","28.44","28.79","28.02","16.13M","-0.95%"
"03-07-2024","28.38","28.92","28.98","28.32","12.52M","-1.15%"
"02-07-2024","28.71","29.10","29.25","28.55","13.02M","-0.97%"
"01-07-2024","28.99","29.38","29.38","28.69","16.12M","0.21%"
"28-06-2024","28.93","29.05","30.26","28.77","36.54M","0.38%"
"27-06-2024","28.82","29.28","29.57","28.52","21.34M","-1.57%"
"26-06-2024","29.28","29.51","29.79","29.24","17.94M","-0.91%"
"25-06-2024","29.55","29.94","30.29","29.50","17.36M","-0.51%"
"24-06-2024","29.70","29.80","30.41","29.40","26.88M","-0.57%"
"21-06-2024","29.87","30.78","31.16","29.75","38.00M","-2.51%"
"20-06-2024","30.64","30.82","31.71","30.50","32.82M","-0.62%"
"19-06-2024","30.83","31.24","31.98","29.83","50.99M","-0.42%"
"18-06-2024","30.96","32.05","32.30","30.86","43.15M","-1.15%"
"14-06-2024","31.32","31.28","32.41","30.30","76.47M","0.77%"
"13-06-2024","31.08","33.00","33.11","30.56","199.70M","-1.46%"
"12-06-2024","31.54","29.70","31.54","29.56","150.56M","9.97%"
"11-06-2024","28.68","27.99","28.68","27.15","140.17M","9.97%"
"10-06-2024","26.08","25.35","26.75","25.25","37.09M","4.32%"
"07-06-2024","25.00","24.95","25.55","24.50","22.46M","1.83%"
"06-06-2024","24.55","24.05","24.65","23.85","30.50M","4.47%"
"05-06-2024","23.50","23.30","23.95","23.30","42.86M","-4.08%"
"04-06-2024","24.50","25.45","25.45","24.50","19.13M","-4.85%"
"03-06-2024","25.75","25.75","25.75","25.20","26.92M","4.89%"
"31-05-2024","24.55","24.85","25.05","24.40","13.94M","-0.61%"
"30-05-2024","24.70","25.30","25.30","24.60","11.41M","-1.98%"
"29-05-2024","25.20","24.95","25.65","24.60","13.25M","1.00%"
"28-05-2024","24.95","25.25","25.50","24.50","19.86M","-1.38%"
"27-05-2024","25.30","26.05","26.20","25.30","43.93M","-4.89%"
"24-05-2024","26.60","26.30","27.30","26.15","23.15M","0.76%"
"23-05-2024","26.40","26.65","26.85","26.30","15.28M","-0.38%"
"22-05-2024","26.50","26.10","27.40","26.10","26.86M","1.53%"
"21-05-2024","26.10","26.35","26.90","25.90","18.42M","-0.19%"
"18-05-2024","26.15","26.15","26.45","26.00","3.48M","0.00%"
"17-05-2024","26.15","26.00","26.40","25.85","10.98M","1.16%"
"16-05-2024","25.85","26.15","26.30","25.35","11.83M","0.19%"
"15-05-2024","25.80","26.10","26.60","25.65","19.10M","0.78%"
"14-05-2024","25.60","24.60","25.60","24.55","9.47M","4.92%"
"13-05-2024","24.40","25.15","25.15","23.90","18.87M","-2.20%"
"10-05-2024","24.95","24.65","25.40","24.35","12.48M","0.81%"
"09-05-2024","24.75","25.95","25.95","24.50","14.34M","-3.88%"
"08-05-2024","25.75","25.65","26.15","25.30","10.63M","0.39%"
"07-05-2024","25.65","25.90","26.60","25.25","19.18M","-0.77%"
"06-05-2024","25.85","26.60","26.75","25.70","23.46M","-3.54%"
"03-05-2024","26.80","27.05","27.45","26.65","13.48M","-0.56%"
"02-05-2024","26.95","27.35","27.40","26.65","15.17M","-1.28%"
"30-04-2024","27.30","27.65","28.30","27.10","16.66M","-0.91%"
"29-04-2024","27.55","28.00","28.20","27.45","13.97M","-0.54%"
"26-04-2024","27.70","27.60","28.15","27.50","14.59M","0.73%"
"25-04-2024","27.50","27.85","27.85","27.40","13.69M","-0.36%"
"24-04-2024","27.60","28.30","28.35","27.50","17.56M","-1.43%"
"23-04-2024","28.00","28.45","28.45","27.70","19.24M","-0.53%"
"22-04-2024","28.15","28.50","28.80","27.40","12.68M","0.36%"
"19-04-2024","28.05","28.00","28.45","27.40","17.37M","-2.26%"
"18-04-2024","28.70","28.00","28.70","27.80","18.30M","4.94%"
"16-04-2024","27.35","25.95","27.35","25.50","17.36M","4.99%"
"15-04-2024","26.05","26.50","26.85","26.00","30.71M","-4.75%"
"12-04-2024","27.35","26.95","28.35","26.95","57.18M","-3.53%"
"10-04-2024","28.35","30.10","30.65","28.35","27.61M","-4.87%"
"09-04-2024","29.80","29.45","30.95","29.45","38.59M","-3.87%"
"08-04-2024","31.00","32.75","32.75","31.00","24.94M","-4.91%"
"05-04-2024","32.60","33.90","34.45","31.70","60.53M","-2.25%"
"04-04-2024","33.35","33.35","33.35","32.65","22.45M","4.87%"
"03-04-2024","31.80","30.55","31.80","30.40","28.54M","4.95%"
"02-04-2024","30.30","29.30","30.30","28.40","24.91M","4.84%"
"01-04-2024","28.90","28.85","29.15","28.55","18.49M","2.30%"
"28-03-2024","28.25","28.20","28.50","28.00","18.39M","2.17%"
"27-03-2024","27.65","28.45","28.50","26.60","38.07M","0.18%"
"26-03-2024","27.60","27.60","27.60","27.05","35.49M","4.94%"
"22-03-2024","26.30","26.30","26.30","26.30","7.28M","4.99%"
"21-03-2024","25.05","25.05","25.05","25.05","6.88M","4.81%"
"20-03-2024","23.90","23.40","23.90","23.00","17.50M","4.82%"
"19-03-2024","22.80","23.10","23.80","22.45","16.13M","-1.72%"
"18-03-2024","23.20","23.20","23.20","22.55","11.84M","4.98%"
"15-03-2024","22.10","21.10","22.10","20.55","12.11M","4.99%"
"14-03-2024","21.05","19.50","21.30","19.40","24.18M","3.19%"
"13-03-2024","20.40","21.50","21.65","20.40","9.07M","-4.90%"
"12-03-2024","21.45","22.50","22.50","21.45","11.83M","-4.88%"
"11-03-2024","22.55","23.00","23.40","22.50","10.17M","0.00%"
"07-03-2024","22.55","22.20","23.25","22.05","8.87M","1.12%"
"06-03-2024","22.30","23.00","23.00","21.90","15.10M","-3.25%"
"05-03-2024","23.05","23.10","23.65","22.90","9.12M","-1.50%"
"04-03-2024","23.40","23.90","24.15","23.30","7.13M","-2.30%"
"02-03-2024","23.95","23.75","24.15","23.50","3.05M","0.00%"
"01-03-2024","23.95","24.45","24.60","23.80","7.43M","-1.03%"
"29-02-2024","24.20","22.50","24.45","22.30","16.89M","3.20%"
"28-02-2024","23.45","24.85","24.95","23.45","12.69M","-4.87%"
"27-02-2024","24.65","25.60","25.60","24.55","8.00M","-2.38%"
"26-02-2024","25.25","25.70","25.95","25.20","7.49M","-1.37%"
"23-02-2024","25.60","25.85","26.10","25.50","6.89M","-0.19%"
"22-02-2024","25.65","25.65","26.00","25.00","7.83M","0.79%"
"21-02-2024","25.45","26.75","26.80","25.35","8.73M","-3.78%"
"20-02-2024","26.45","27.00","27.20","26.40","7.24M","-1.86%"
"19-02-2024","26.95","26.30","27.30","26.00","12.24M","2.86%"
"16-02-2024","26.20","26.80","27.00","25.95","8.10M","-2.06%"
"15-02-2024","26.75","26.80","27.25","26.70","9.69M","1.13%"
"14-02-2024","26.45","25.00","26.85","24.95","11.81M","1.54%"
"13-02-2024","26.05","25.50","26.30","24.85","15.52M","-0.38%"
"12-02-2024","26.15","27.80","27.80","26.15","12.89M","-4.91%"
"09-02-2024","27.50","29.00","29.00","27.15","20.37M","-3.68%"
"08-02-2024","28.55","27.70","28.70","27.30","27.57M","4.39%"
"07-02-2024","27.35","25.35","27.35","25.35","31.10M","4.99%"
"06-02-2024","26.05","26.05","26.70","26.05","15.75M","-4.93%"
"05-02-2024","27.40","27.40","27.40","27.40","15.69M","-4.86%"
"02-02-2024","28.80","29.50","29.60","28.55","18.71M","-0.69%"
"01-02-2024","29.00","30.10","30.10","28.90","17.07M","-2.68%"
"31-01-2024","29.80","30.05","30.20","29.00","21.10M","-0.50%"
"30-01-2024","29.95","30.50","30.90","29.90","36.26M","-0.50%"
"29-01-2024","30.10","30.35","31.25","29.90","58.50M","-0.33%"
"25-01-2024","30.20","29.80","30.80","29.50","68.96M","2.03%"
"24-01-2024","29.60","28.55","29.95","28.05","67.61M","3.68%"
"23-01-2024","28.55","30.40","30.60","28.30","61.85M","-5.31%"
"20-01-2024","30.15","29.70","31.05","29.05","58.15M","2.03%"
"19-01-2024","29.55","29.80","30.25","29.25","43.98M","-0.67%"
"18-01-2024","29.75","29.70","30.25","27.95","66.04M","-0.34%"
"17-01-2024","29.85","29.55","30.60","29.15","70.73M","-0.67%"
"16-01-2024","30.05","30.80","31.55","29.15","89.32M","-2.44%"
"15-01-2024","30.80","31.05","31.10","30.10","45.26M","-0.32%"
"12-01-2024","30.90","31.25","31.30","30.50","39.83M","-0.64%"
"11-01-2024","31.10","31.50","31.85","30.80","52.23M","0.97%"
"10-01-2024","30.80","31.55","32.20","30.00","81.65M","-1.60%"
"09-01-2024","31.30","32.50","32.85","31.00","93.35M","-2.34%"
"08-01-2024","32.05","31.65","33.15","30.80","190.14M","2.07%"
"05-01-2024","31.40","31.35","33.00","30.65","686.80M","3.29%"
"04-01-2024","30.40","26.30","31.00","25.90","773.82M","17.15%"
"03-01-2024","25.95","24.10","26.35","23.85","493.39M","7.68%"
"02-01-2024","24.10","24.10","24.45","23.30","148.87M","0.63%"
"01-01-2024","23.95","23.50","24.25","23.30","146.06M","2.79%"
"29-12-2023","23.30","22.40","23.40","22.20","139.42M","4.25%"
"28-12-2023","22.35","22.65","22.80","22.15","43.98M","-1.11%"
"27-12-2023","22.60","22.65","23.10","22.40","75.73M","0.00%"
"26-12-2023","22.60","22.60","22.90","22.25","60.93M","0.89%"
"22-12-2023","22.40","22.80","23.15","22.20","87.84M","-1.32%"
"21-12-2023","22.70","21.35","23.10","20.60","177.57M","6.07%"
"20-12-2023","21.40","23.90","24.20","20.85","153.30M","-9.89%"
"19-12-2023","23.75","23.80","24.65","23.65","110.71M","-0.21%"
"18-12-2023","23.80","23.35","24.00","23.10","76.26M","0.85%"
"15-12-2023","23.60","23.90","24.25","23.40","90.28M","-1.05%"
"14-12-2023","23.85","23.95","24.30","23.55","113.21M","0.21%"
"13-12-2023","23.80","23.30","23.95","23.00","157.54M","2.59%"
"12-12-2023","23.20","24.70","24.80","22.85","184.00M","-5.31%"
"11-12-2023","24.50","24.35","25.20","23.95","246.24M","2.30%"
"08-12-2023","23.95","23.25","24.45","22.95","265.30M","3.01%"
"07-12-2023","23.25","23.20","24.35","22.90","267.16M","0.22%"
"06-12-2023","23.20","22.40","23.40","21.90","222.43M","4.04%"
"05-12-2023","22.30","21.00","22.40","20.65","199.21M","6.70%"
"04-12-2023","20.90","21.10","21.30","20.80","48.22M","0.24%"
"01-12-2023","20.85","21.20","21.45","20.65","75.25M","-1.42%"
"30-11-2023","21.15","21.55","21.60","20.80","105.29M","-1.63%"
"29-11-2023","21.50","21.00","21.65","20.75","119.35M","2.87%"
"28-11-2023","20.90","21.00","21.40","20.75","102.43M","0.00%"
"24-11-2023","20.90","21.40","21.50","20.70","72.67M","-2.11%"
"23-11-2023","21.35","21.10","21.80","20.95","108.42M","2.15%"
"22-11-2023","20.90","21.40","21.45","20.70","118.76M","-2.11%"
"21-11-2023","21.35","22.20","22.40","21.05","126.67M","-3.39%"
"20-11-2023","22.10","23.00","23.20","21.80","130.71M","-3.28%"
"17-11-2023","22.85","22.60","23.75","22.35","285.16M","0.88%"
"16-11-2023","22.65","22.30","23.15","22.15","163.57M","1.57%"
"15-11-2023","22.30","22.85","23.20","22.05","158.95M","-0.89%"
"13-11-2023","22.50","20.65","22.75","20.25","294.55M","9.49%"
"12-11-2023","20.55","20.70","20.70","20.40","32.45M","0.24%"
"10-11-2023","20.50","21.25","21.65","20.25","149.79M","-3.30%"
"09-11-2023","21.20","20.60","21.75","20.25","225.11M","3.67%"
"08-11-2023","20.45","20.90","21.10","20.10","135.78M","-1.21%"
"07-11-2023","20.70","19.45","20.85","19.35","232.72M","7.25%"
"06-11-2023","19.30","18.40","20.25","18.35","259.71M","5.75%"
"03-11-2023","18.25","18.45","18.65","18.15","68.73M","0.00%"
"02-11-2023","18.25","17.60","18.35","17.35","77.88M","4.89%"
"01-11-2023","17.40","16.90","17.60","16.85","74.84M","1.75%"
"31-10-2023","17.10","17.05","17.30","16.80","42.27M","0.88%"
"30-10-2023","16.95","16.90","17.15","16.45","61.86M","0.89%"
"27-10-2023","16.80","16.60","16.95","16.55","33.33M","1.82%"
"26-10-2023","16.50","16.10","16.70","15.55","76.55M","1.23%"
"25-10-2023","16.30","17.05","17.25","15.95","79.89M","-2.40%"
"23-10-2023","16.70","18.55","18.65","16.30","80.11M","-9.73%"
"20-10-2023","18.50","18.65","19.00","18.30","63.83M","-0.80%"
"19-10-2023","18.65","18.00","18.85","18.00","85.82M","2.75%"
"18-10-2023","18.15","18.65","18.80","18.10","44.89M","-2.16%"
"17-10-2023","18.55","18.45","18.80","18.25","63.94M","0.82%"
"16-10-2023","18.40","17.90","18.50","17.70","92.47M","3.66%"
"13-10-2023","17.75","17.85","18.05","17.70","27.05M","-1.39%"
"12-10-2023","18.00","18.30","18.35","17.85","39.86M","-1.10%"
"11-10-2023","18.20","17.90","18.35","17.85","43.59M","2.25%"
"10-10-2023","17.80","17.90","18.10","17.70","42.79M","-0.28%"
"09-10-2023","17.85","18.50","18.50","17.70","50.80M","-5.31%"
"06-10-2023","18.85","18.95","19.10","18.75","26.04M","-0.26%"
"05-10-2023","18.90","18.95","19.10","18.55","43.78M","0.53%"
"04-10-2023","18.80","19.25","19.25","18.40","68.89M","-2.34%"
"03-10-2023","19.25","19.30","19.55","19.15","52.66M","0.00%"
"29-09-2023","19.25","19.35","19.40","19.05","39.54M","0.52%"
"28-09-2023","19.15","19.20","20.15","19.10","121.08M","-0.26%"
"27-09-2023","19.20","19.00","19.30","18.90","67.26M","1.05%"
"26-09-2023","19.00","19.00","19.65","18.85","69.57M","0.26%"
"25-09-2023","18.95","19.10","19.20","18.85","46.44M","0.26%"
"22-09-2023","18.90","19.05","19.40","18.75","83.93M","-0.53%"
"21-09-2023","19.00","19.00","19.70","18.80","109.80M","-0.26%"
"20-09-2023","19.05","19.00","19.40","18.70","95.45M","-0.26%"
"18-09-2023","19.10","19.15","19.45","18.85","58.26M","-0.26%"
"15-09-2023","19.15","18.90","19.55","18.60","97.10M","2.13%"
"14-09-2023","18.75","19.20","19.60","18.65","111.47M","-1.32%"
"13-09-2023","19.00","18.50","19.15","17.80","146.46M","3.26%"
"12-09-2023","18.40","20.95","21.00","18.20","177.96M","-11.54%"
"11-09-2023","20.80","21.30","21.35","20.65","91.58M","-1.65%"
"08-09-2023","21.15","21.35","22.05","20.90","166.59M","-0.24%"
"07-09-2023","21.20","21.10","21.45","20.75","136.95M","0.00%"
"06-09-2023","21.20","20.00","21.60","20.00","358.33M","7.07%"
"05-09-2023","19.80","19.65","20.10","19.10","122.49M","1.28%"
"04-09-2023","19.55","19.30","20.15","19.00","143.89M","2.89%"
"01-09-2023","19.00","19.30","19.90","18.90","134.93M","-0.78%"
"31-08-2023","19.15","20.40","20.65","18.90","264.12M","-5.20%"
"30-08-2023","20.20","18.50","20.60","18.25","569.14M","10.68%"
"29-08-2023","18.25","17.65","18.65","17.60","195.39M","4.58%"
"28-08-2023","17.45","17.55","17.75","17.35","61.33M","0.58%"
"25-08-2023","17.35","17.35","18.00","17.25","117.82M","0.29%"
"24-08-2023","17.30","17.45","17.65","17.20","79.85M","0.00%"
"23-08-2023","17.30","17.50","17.80","17.20","78.02M","-0.57%"
"22-08-2023","17.40","16.40","17.55","16.35","137.65M","6.42%"
"21-08-2023","16.35","16.50","16.65","16.25","47.48M","-0.30%"
"18-08-2023","16.40","16.60","16.85","16.30","58.64M","-0.91%"
"17-08-2023","16.55","16.70","17.25","16.45","79.98M","-1.19%"
"16-08-2023","16.75","16.90","17.20","16.45","87.32M","-1.18%"
"14-08-2023","16.95","17.40","17.45","16.85","61.88M","-2.59%"
"11-08-2023","17.40","17.65","17.90","17.20","76.83M","-0.57%"
"10-08-2023","17.50","17.50","17.95","17.30","126.46M","-4.11%"
"09-08-2023","18.25","17.80","18.50","17.60","140.19M","2.53%"
"08-08-2023","17.80","18.65","18.70","17.60","123.27M","-4.56%"
"07-08-2023","18.65","19.30","19.50","18.50","215.95M","-2.10%"
"04-08-2023","19.05","18.20","19.20","18.10","291.76M","5.54%"
"03-08-2023","18.05","18.35","18.55","17.25","245.78M","-0.55%"
"02-08-2023","18.15","16.90","18.35","16.70","396.88M","6.76%"
"01-08-2023","17.00","16.50","17.40","16.40","197.57M","3.34%"
"31-07-2023","16.45","16.10","16.60","15.95","107.62M","2.17%"
"28-07-2023","16.10","16.55","16.75","15.85","115.69M","-2.72%"
"27-07-2023","16.55","15.80","16.90","15.75","246.06M","5.08%"
"26-07-2023","15.75","16.00","16.05","15.65","64.05M","-1.25%"
"25-07-2023","15.95","15.75","16.20","15.70","85.40M","1.92%"
"24-07-2023","15.65","15.95","16.35","15.60","105.23M","-0.95%"
"21-07-2023","15.80","15.60","16.45","15.50","171.20M","0.64%"
"20-07-2023","15.70","15.75","16.10","15.50","112.73M","0.32%"
"19-07-2023","15.65","15.20","15.85","15.20","154.59M","2.96%"
"18-07-2023","15.20","15.30","15.50","14.85","118.99M","-0.33%"
"17-07-2023","15.25","15.35","15.50","15.15","42.77M","0.00%"
"14-07-2023","15.25","15.25","15.45","15.00","83.40M","0.33%"
"13-07-2023","15.20","16.05","16.20","15.05","114.71M","-4.40%"
"12-07-2023","15.90","15.50","16.25","15.30","201.19M","3.58%"
"11-07-2023","15.35","15.05","15.60","14.90","110.50M","1.99%"
"10-07-2023","15.05","15.35","15.50","14.90","60.64M","-1.31%"
"07-07-2023","15.25","15.30","15.65","14.90","145.69M","-0.33%"
"06-07-2023","15.30","14.35","15.55","14.30","284.80M","6.62%"
"05-07-2023","14.35","14.55","14.80","14.30","101.42M","-2.05%"
"04-07-2023","14.65","15.10","15.30","14.40","133.55M","-2.33%"
"03-07-2023","15.00","14.20","15.25","14.10","223.55M","6.76%"
"30-06-2023","14.05","14.30","14.45","13.80","64.80M","-0.71%"
"28-06-2023","14.15","13.95","14.45","13.95","73.11M","2.17%"
"27-06-2023","13.85","14.10","14.50","13.80","82.89M","-1.77%"
"26-06-2023","14.10","14.80","15.05","14.00","86.23M","-4.41%"
"23-06-2023","14.75","14.80","14.95","14.40","80.17M","0.00%"
"22-06-2023","14.75","15.10","15.20","14.50","100.19M","-1.67%"
"21-06-2023","15.00","15.35","15.65","14.85","134.02M","-1.96%"
"20-06-2023","15.30","15.70","15.80","15.05","102.81M","-2.55%"
"19-06-2023","15.70","16.30","16.65","15.40","136.16M","-2.48%"
"16-06-2023","16.10","16.85","17.45","15.85","233.93M","-3.88%"
"15-06-2023","16.75","15.90","17.00","15.80","311.40M","5.35%"
"14-06-2023","15.90","16.15","16.35","15.70","124.10M","-0.93%"
"13-06-2023","16.05","16.30","16.90","15.65","269.39M","1.26%"
"12-06-2023","15.85","14.00","16.25","14.00","350.90M","13.62%"
"09-06-2023","13.95","14.15","14.45","13.80","82.98M","-0.71%"
"08-06-2023","14.05","14.60","15.10","13.80","130.57M","-4.75%"
"07-06-2023","14.75","13.60","15.30","13.55","234.23M","8.46%"
"06-06-2023","13.60","13.10","13.70","13.05","103.47M","3.82%"
"05-06-2023","13.10","13.25","13.35","13.00","40.00M","-0.38%"
"02-06-2023","13.15","13.00","13.35","12.95","53.06M","1.54%"
"01-06-2023","12.95","13.00","13.25","12.85","45.00M","0.00%"
"31-05-2023","12.95","13.00","13.15","12.75","72.17M","0.00%"
"30-05-2023","12.95","13.30","13.35","12.85","109.77M","-2.63%"
"29-05-2023","13.30","13.25","13.65","13.00","193.53M","1.92%"
"26-05-2023","13.05","12.85","14.00","12.85","336.94M","1.56%"
"25-05-2023","12.85","12.15","13.70","12.00","441.95M","6.20%"
"24-05-2023","12.10","12.95","13.15","11.90","125.81M","-6.56%"
"23-05-2023","12.95","11.55","13.05","11.45","303.72M","12.61%"
"22-05-2023","11.50","11.50","11.85","11.35","29.17M","0.44%"
"19-05-2023","11.45","11.40","11.55","11.05","28.46M","0.44%"
"18-05-2023","11.40","11.65","11.80","11.30","18.99M","-1.72%"
"17-05-2023","11.60","11.75","11.85","11.55","17.02M","-0.85%"
"16-05-2023","11.70","11.65","12.05","11.65","28.25M","0.86%"
"15-05-2023","11.60","11.85","11.85","11.55","15.05M","-1.69%"
"12-05-2023","11.80","11.90","12.00","11.75","15.01M","-0.42%"
"11-05-2023","11.85","11.95","12.15","11.80","19.68M","-0.42%"
"10-05-2023","11.90","12.05","12.10","11.85","13.34M","-0.83%"
"09-05-2023","12.00","12.20","12.30","11.95","20.93M","-1.23%"
"08-05-2023","12.15","12.55","12.55","12.10","21.42M","-2.02%"
"05-05-2023","12.40","12.15","12.60","12.05","40.03M","1.64%"
"04-05-2023","12.20","12.05","12.70","12.05","60.91M","2.52%"
"03-05-2023","11.90","12.10","12.15","11.85","27.89M","-2.06%"
"02-05-2023","12.15","12.25","12.40","12.10","17.52M","-0.41%"
"28-04-2023","12.20","12.60","12.70","12.10","36.72M","-2.40%"
"27-04-2023","12.50","11.95","12.75","11.95","69.41M","5.04%"
"26-04-2023","11.90","11.85","12.20","11.80","33.57M","0.42%"
"25-04-2023","11.85","11.80","12.25","11.75","30.99M","0.42%"
"24-04-2023","11.80","12.10","12.15","11.70","24.26M","-1.67%"
"21-04-2023","12.00","12.10","12.35","11.90","41.60M","-0.83%"
"20-04-2023","12.10","12.25","12.45","12.05","22.36M","-1.22%"
"19-04-2023","12.25","12.40","12.60","12.10","37.47M","-1.21%"
"18-04-2023","12.40","12.75","12.80","12.15","36.00M","-2.36%"
"17-04-2023","12.70","12.60","13.15","12.35","59.19M","-0.78%"
"13-04-2023","12.80","12.20","12.95","11.85","87.99M","5.35%"
"12-04-2023","12.15","12.65","12.65","11.95","69.56M","-3.19%"
"11-04-2023","12.55","10.95","12.80","10.90","154.54M","15.14%"
"10-04-2023","10.90","11.25","11.30","10.85","23.72M","-2.24%"
"06-04-2023","11.15","10.80","11.55","10.65","55.26M","3.24%"
"05-04-2023","10.80","10.50","10.85","10.30","34.03M","3.85%"
"03-04-2023","10.40","10.25","10.55","9.95","32.33M","4.52%"
"31-03-2023","9.95","9.95","10.40","9.90","30.78M","1.53%"
"29-03-2023","9.80","9.25","9.90","9.10","29.92M","7.10%"
"28-03-2023","9.15","9.45","9.55","9.05","24.27M","-2.66%"
"27-03-2023","9.40","9.90","9.95","9.30","22.69M","-4.57%"
"24-03-2023","9.85","10.00","10.35","9.70","39.42M","-1.01%"
"23-03-2023","9.95","10.30","10.30","9.90","16.43M","-3.40%"
"22-03-2023","10.30","10.35","10.45","10.25","11.20M","0.49%"
"21-03-2023","10.25","10.40","10.45","10.20","11.12M","-0.49%"
"20-03-2023","10.30","10.60","10.75","10.15","23.03M","-3.74%"
"17-03-2023","10.70","10.65","10.95","10.60","29.48M","1.42%"
"16-03-2023","10.55","10.80","10.80","10.45","14.77M","-1.86%"
"15-03-2023","10.75","10.85","10.95","10.55","23.52M","0.47%"
"14-03-2023","10.70","10.80","10.90","10.35","26.88M","-0.47%"
"13-03-2023","10.75","11.45","11.50","10.70","34.67M","-6.11%"
"10-03-2023","11.45","11.10","11.90","11.00","50.46M","2.23%"
"09-03-2023","11.20","11.80","11.90","11.00","46.17M","-4.27%"
"08-03-2023","11.70","10.70","11.75","10.60","76.96M","9.35%"
"06-03-2023","10.70","10.80","11.45","10.55","58.16M","0.00%"
"03-03-2023","10.70","9.85","10.75","9.75","124.28M","9.18%"
"02-03-2023","9.80","10.10","10.20","9.70","22.30M","-2.00%"
"01-03-2023","10.00","9.90","10.40","9.90","26.22M","2.04%"
"28-02-2023","9.80","10.00","10.05","9.75","15.58M","-1.01%"
"27-02-2023","9.90","10.20","10.40","9.80","21.52M","-1.98%"
"24-02-2023","10.10","10.10","10.70","10.00","34.92M","0.50%"
"23-02-2023","10.05","10.50","10.50","10.00","15.91M","-3.37%"
"22-02-2023","10.40","10.55","11.00","10.30","24.23M","-1.89%"
"21-02-2023","10.60","11.00","11.15","10.50","13.86M","-3.20%"
"20-02-2023","10.95","11.15","11.20","10.75","11.56M","-0.90%"
"17-02-2023","11.05","11.10","11.25","10.95","11.08M","0.00%"
"16-02-2023","11.05","11.15","11.25","11.00","11.94M","-0.45%"
"15-02-2023","11.10","11.35","11.45","11.05","12.96M","-1.77%"
"14-02-2023","11.30","11.40","11.45","11.00","12.76M","-0.44%"
"13-02-2023","11.35","11.70","11.95","11.30","12.28M","-2.58%"
"10-02-2023","11.65","11.70","11.90","11.60","12.09M","-0.43%"
"09-02-2023","11.70","11.75","12.05","11.65","17.84M","0.00%"
"08-02-2023","11.70","11.75","11.80","11.60","12.07M","0.43%"
"07-02-2023","11.65","12.00","12.25","11.60","14.20M","-2.92%"
"06-02-2023","12.00","11.80","12.30","11.65","15.67M","2.13%"
"03-02-2023","11.75","12.05","12.15","11.35","30.49M","-1.67%"
"02-02-2023","11.95","12.25","12.60","11.90","20.96M","-2.45%"
"01-02-2023","12.25","12.65","13.10","12.15","20.67M","-3.92%"
"31-01-2023","12.75","12.55","13.10","12.40","23.85M","2.00%"
"30-01-2023","12.50","12.75","12.95","12.40","9.83M","-1.19%"
"27-01-2023","12.65","13.10","13.10","12.35","12.99M","-2.32%"
"25-01-2023","12.95","13.30","13.30","12.90","8.83M","-1.89%"
"24-01-2023","13.20","13.30","13.45","13.20","6.47M","0.00%"
"23-01-2023","13.20","13.95","13.95","13.20","15.53M","-4.69%"
"20-01-2023","13.85","14.05","14.05","13.75","10.25M","-1.07%"
"19-01-2023","14.00","14.00","14.20","13.95","5.22M","0.00%"
"18-01-2023","14.00","14.20","14.30","14.00","7.54M","-1.06%"
"17-01-2023","14.15","14.25","14.40","14.05","8.16M","-0.70%"
"16-01-2023","14.25","14.15","14.70","14.10","10.77M","0.71%"
"13-01-2023","14.15","14.00","14.30","13.85","9.04M","1.43%"
"12-01-2023","13.95","14.30","14.40","13.80","8.99M","-2.11%"
"11-01-2023","14.25","14.30","14.45","14.25","5.25M","-0.35%"
"10-01-2023","14.30","14.60","14.65","14.25","4.97M","-1.72%"
"09-01-2023","14.55","14.70","14.80","14.40","8.02M","0.69%"
"06-01-2023","14.45","14.65","14.70","14.35","5.92M","-1.03%"
"05-01-2023","14.60","14.60","14.80","14.35","8.10M","1.04%"
"04-01-2023","14.45","14.85","14.90","14.25","10.50M","-2.36%"
"03-01-2023","14.80","14.70","15.20","14.70","12.00M","0.68%"
"02-01-2023","14.70","14.45","14.85","14.40","7.62M","2.44%"
"30-12-2022","14.35","14.45","14.75","14.30","9.99M","0.35%"
"29-12-2022","14.30","14.45","14.55","14.20","12.47M","-2.05%"
"28-12-2022","14.60","14.80","15.15","14.55","12.86M","-1.35%"
"27-12-2022","14.80","14.20","14.85","14.10","13.93M","4.59%"
"26-12-2022","14.15","13.15","14.20","12.90","29.30M","4.43%"
"23-12-2022","13.55","13.85","13.85","13.55","14.18M","-4.91%"
"22-12-2022","14.25","14.95","15.05","14.25","29.01M","-5.00%"
"21-12-2022","15.00","15.90","15.90","15.00","24.45M","-4.76%"
"20-12-2022","15.75","15.80","15.95","15.45","14.91M","-0.32%"
"19-12-2022","15.80","15.85","16.00","15.75","12.18M","0.32%"
